address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Plough Road, Battersea, SW11",SW11,150,174,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3
"Cranes Park, Surbiton, KT5",KT5,150,174,Long term,Unfurnished,Ask agent,Garages,,,155 sq ft,0.8,3
"Landsby Building, Wembley Park, HA9",HA9,2581,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Car Park Space, Antonine Heights, City Walk, London, SE1",SE1,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Regency Court, Sutton, SM1",SM1,150,174,Long term,Unfurnished,Ask agent,Garages,,,131 sq ft,0.6,3
"Mybase, Borough, SE1",SE1,152,175,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3
"Avante Court, The Bittoms, KT1, Kingston, Kingston upon Thames, KT1",KT1,175,202,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.7,3
"Saffron Square, Croydon, CR0",CR0,175,202,Long term,Unfurnished,Ask agent,Parking,,,100 sq ft,0.2,3
"Webber Street, Borough, SE1",SE1,178,207,Long term,Unfurnished,Exempt,Parking,,,Ask agent,0.3,3
"Britton Street, EC1M",EC1M,195,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Garages At St. Peter's Court, Hendon, NW4",NW4,195,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.5,3
"Pan Peninsula, Canary Wharf, E14",E14,199,0,Long term,Furnished,Ask agent,Parking,,,Ask agent,0.2,3
"Eastfields Avenue, Wandsworth, London, SW18",SW18,200,231,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.6,3
"Queens Road, Wimbledon, London, SW19",SW19,200,230,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3
"Scott House Parking, Battersea, London, SW11",SW11,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Valencia Tower, 1 Bollider Place, EC1V",EC1V,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Amwell Street, London, EC1R",EC1R,216,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Amwell Street, London, EC1R",EC1R,217,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Rosebery Court, London, EC1R",EC1R,217,0,Long term,Ask agent,Ask agent,,,,Ask agent,0.5,3
"Herbal Hill, London, EC1R",EC1R,217,250,Long term,Ask agent,Ask agent,,,,Ask agent,0.3,3
"Crescent Lane, Clapham, London, SW4",SW4,250,289,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.6,3
"Carnwath Road, Fulham, London, SW6",SW6,250,289,Long term,Unfurnished,Ask agent,Parking,,,132 sq ft,0.6,3
"Vauxhall Grove, Vauxhall, London, SW8",SW8,260,300,Long term,Unfurnished,Ask agent,Parking,,,123 sq ft,0.3,3
"Buckley Close, London, SE23",SE23,280,320,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.8,3
"Cromwell Road, South Kensington, London, SW7",SW7,300,347,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.3,3
"Fairhazel Gardens, London, NW6",NW6,300,346,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3
"Secure Underground Parking Space, Ashburnham Mews, London, SW1P",SW1P,325,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Cromwell Road, South Kensington, London, SW7",SW7,325,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Cromwell Road, South Kensington, London, SW7",SW7,350,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Field End Road, Eastcote, HA5",HA5,395,455,Long term,Ask agent,Ask agent,Detached,,,Ask agent,0.6,3
"Carnwath Road, Fulham, London, SW6",SW6,412,700,Short term,Ask agent,Ask agent,Parking,,,132 sq ft,0.6,3
"Ebury Street, SW1W",SW1W,433,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.4,3
"Ashburnham Mews, SW1P",SW1P,433,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.4,3
"Space 72 Kingston House Garage South, Ennismore Gardens, SW7",SW7,442,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.5,3
"Grenoble Gardens, London, N13",N13,449,449,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3
"Cromwell Road, South Kensington, London, SW7",SW7,450,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Chelsea Harbour, SW10",SW10,468,540,Long term,Unfurnished,Ask agent,Parking,,1.0,Ask agent,1.1,3
"Lock up Garage, Durrels House, London, W14",W14,498,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3
"Mink Court, Hounslow, TW4",TW4,500,500,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,1.0,3
"Hillcross Avenue, Morden, SM4",SM4,500,0,Long term,Unfurnished,Ask agent,Mobile Home,1.0,1.0,Ask agent,0.3,3
"Pinner Road, Harrow, Middlesex, HA1",HA1,575,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3
"The Limes Avenue, London, N11",N11,575,575,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.4,3
"Clareville Street, South Kensington, London, SW7",SW7,580,670,Long term,Unfurnished,Ask agent,Parking,,,146 sq ft,0.4,3
"Elizabeth Road, London, N15",N15,599,599,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.3,3
"Owen Road, Hayes, UB4",UB4,600,600,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,1.9,3
"Highview Road, London, W13",W13,600,3600,Long term,Ask agent,Ask agent,Garages,,1.0,Ask agent,0.4,3
"Willow Tree Close, Hayes, UB4",UB4,600,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,1.8,3
"Norval Road, Wembley, HA0",HA0,625,625,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.4,2
"Gosterwood Street, London, SE8",SE8,645,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3
"Willow Tree Close, Hayes, UB4",UB4,650,0,Long term,Furnished,Ask agent,House of Multiple Occupation,,1.0,Ask agent,1.9,3
"Eden Street, Kingston Upon Thames, Surrey, KT1",KT1,650,750,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.6,3
"High Road, Whetstone, N20",N20,650,0,,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.7,3
"Willow Tree Close, Hayes, UB4",UB4,650,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,1.9,3
"Harrow, Middlesex, HA1",HA1,650,0,Long term,Part furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3
"Lyndhurst Avenue, Twickenham, TW2",TW2,650,650,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,1.1,3
"Gosterwood Street, London, SE8",SE8,650,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3
"UNCLE Elephant & Castle, 9 Churchyard Row, SE11",SE11,2780,3207,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.2,3
"Pinner Road, Harrow, Middlesex, HA1",HA1,675,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3
"Robin Hood Way, London, SW15",SW15,675,779,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,1.9,3
"Jersey Road, Hounslow, TW5",TW5,675,0,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3
"Willow Tree Close, Hayes, UB4",UB4,675,0,Long term,Furnished,Ask agent,House of Multiple Occupation,,1.0,Ask agent,1.9,3
"Station Road, London, NW4",NW4,685,790,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Vicarage Farm Road, Hounslow, TW3",TW3,695,500,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3
"London, Greenford, UB6",UB6,695,695,Long term,Furnished,Ask agent,House Share,1.0,4.0,Ask agent,0.5,3
"Preston Road, Harrow, HA3",HA3,699,699,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.4,2
"Broad Walk, Hounslow, TW5",TW5,699,750,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.9,3
"ALL BILLS INCLUDED, Gardner Close, London, E11",E11,700,0,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,,Ask agent,0.4,3
"Northfield Road, London, N16",N16,700,0,Long term,Part furnished,Ask agent,Studio,,,Ask agent,0.4,3
"Lonsdale Road, London, SE25",SE25,700,807,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,0.4,3
"Dunmow Road, Stratford, E15",E15,700,700,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,3.0,Ask agent,0.5,3
"Byron Road, London, HA0",HA0,700,700,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,2.0,Ask agent,0.3,2
"Hundred Acre, London, NW9",NW9,700,0,Short term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.7,3
"Island Gardens, London, E14",E14,700,808,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.3,3
"Rangefield Road, BROMLEY, Kent, BR1",BR1,700,0,Long term,Furnished,Ask agent,Terraced,,,Ask agent,0.8,3
"Sefton Street, Putney, London, SW15",SW15,2250,2597,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,653 sq ft,0.7,3
"Lincoln Road, South Norwood, SE25",SE25,700,807,Long term,Ask agent,Ask agent,House Share,,1.0,Ask agent,0.4,3
"Nova Road, Croydon, CR0",CR0,700,700,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3
"Lonsdale Road, South Norwood, SE25",SE25,700,807,Long term,Furnished,Ask agent,House Share,,2.0,Ask agent,0.4,3
"Risley Avenue, London, N17",N17,700,700,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.9,3
"Radnor Walk, London, SW3",SW3,708,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.7,3
"Pigott Street, London, Greater London, E14",E14,710,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3
"Meyrick Road, Dollis Hill, NW10",NW10,715,825,Long term,Furnished,Ask agent,House Share,,,103 sq ft,0.5,3
"Limes Road, Croydon, CR0",CR0,720,720,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3
"Derby Road, EN3",EN3,720,719,Long term,Part furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3
"Jersey Road, Hounslow, TW5",TW5,725,725,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3
"Edenvale Road, Mitcham, CR4",CR4,725,836,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.6,3
"Waldeck Grove, London, SE27",SE27,730,337,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Pinner Road, Harrow, Middlesex, HA1",HA1,735,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3
"Roundwood Road, Harlesden, NW10",NW10,737,775,Long term,Furnished,Ask agent,House Share,,,92 sq ft,0.7,3
"Thornbury Road, Isleworth, TW7",TW7,737,850,Long term,Furnished,Ask agent,House Share,,,91 sq ft,0.5,3
"Bywater Place, London, SE16",SE16,745,0,Long term,Ask agent,Ask agent,,,,Ask agent,0.6,3
"Russia Dock Road, London, SE16",SE16,745,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.6,3
"13 Russia Dock Road, London, SE16",SE16,745,0,Long term,Furnished,Ask agent,,,,Ask agent,0.6,3
"Perivale, UB6",UB6,745,859,Long term,Ask agent,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3
"Elizabeth Road, London, N15",N15,749,749,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.3,3
"Lordship Lane, London, N22",N22,749,749,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.4,3
"Chandos Crescent, Edgware, HA8",HA8,750,750,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.6,3
"Norbroke Street, London, W12",W12,750,750,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.6,3
"Commonside East, Mitcham, Surrey, CR4",CR4,750,0,Long term,Ask agent,Ask agent,Studio,,,Ask agent,0.6,3
"Doncaster Drive, Northolt, UB5",UB5,750,750,Long term,Furnished,Ask agent,House Share,1.0,5.0,Ask agent,0.7,3
"Townfield Road, Hayes, Middlesex, UB3",UB3,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,3.0,Ask agent,1.6,3
"Moffat Road, Thornton Heath, CR7",CR7,750,750,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.9,3
"Ribblesdale Avenue, Northolt, UB5",UB5,750,750,,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Carshalton, SM5",SM5,750,865,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,1.0,3
"New Cross Road, London, SE14",SE14,750,0,Long term,Furnished,Ask agent,,,,Ask agent,0.3,3
"Hurstbourne Road, Forest Hill, SE23",SE23,750,865,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3
"Highcliffe Drive, London, SW15",SW15,750,750,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,1.2,3
"Ulverston Road, Walthamstow,E17",E17,750,865,Long term,Unfurnished,Ask agent,House Share,,1.0,336 sq ft,0.9,3
"13 Russia Dock Road, London, SE16",SE16,750,0,Long term,Furnished,Ask agent,,1.0,,Ask agent,0.6,3
"Clyde Road, Croydon, CR0",CR0,750,865,Long term,Furnished,Ask agent,,1.0,1.0,Ask agent,0.3,3
"Woodcock Hill, Harrow, HA3",HA3,750,750,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Pasteur Gardens, London, N18",N18,750,750,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.9,3
"Sydenham Road, Sydenham, SE26",SE26,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,,1.0,Ask agent,0.5,3
"Birkbeck Road, London, N17",N17,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,,,Ask agent,0.5,3
"Honor Oak Park, London, SE23",SE23,750,917,Long term,Part furnished,Ask agent,Apartment,,,Ask agent,0.5,3
"Russia Dock Road, London, SE16",SE16,750,0,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3
"Drewstead Road, Streatham Hill, SW16",SW16,750,865,Long term,Ask agent,Ask agent,House Share,,1.0,269 sq ft,0.6,3
"Trafalgar Road, Greenwich, SE10",SE10,750,865,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.5,3
"Sorrento Road, Sutton, SM1",SM1,750,865,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3
"Woodside Avenue, South Norwood, SE25",SE25,750,865,Long term,Ask agent,Ask agent,House Share,,1.0,Ask agent,0.4,3
"Brook Hill Road , Woolwich, SE18",SE18,750,980,Long term,Part furnished,Ask agent,House Share,,2.0,Ask agent,0.5,3
"Hospital Way, London, Greater London, SE13",SE13,750,865,Short term,Part furnished,Exempt,Semi-Detached,1.0,1.0,Ask agent,0.7,3
"Prescelly Place, Edgware, HA8",HA8,750,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,0.7,3
"Graham Road, London, SW19",SW19,750,865,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.2,3
"The Green, Stratford, E15",E15,758,875,Long term,Furnished,Ask agent,House Share,,,84 sq ft,0.5,3
"Kimberley Road, West Ham, E16",E16,758,0,Long term,Furnished,Ask agent,House Share,,1.0,79 sq ft,0.5,3
"Salmen Road, Plaistow,West Ham, E13",E13,758,875,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.4,3
"Mitcham Road, London, SW17",SW17,760,800,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.5,3
"Gladstone Avenue, London, N22",N22,765,400,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3
"Stanthorpe Road, Streatham, Lambeth, London, SW16",SW16,1950,2305,Long term,Unfurnished,Ask agent,Terraced,2.0,1.0,Ask agent,0.5,3
"Anerley Road, London, SE20",SE20,775,894,Long term,Furnished,Ask agent,Flat Share,,1.0,Ask agent,0.4,3
"Sidney Road, London, SE25",SE25,775,775,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3
"North Gardens, London, SW19",SW19,775,894,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Bramcote Grove, Bramcote Grove, SE16",SE16,777,877,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Mellish Street, Crossharbour,South Quay, E14",E14,780,0,Long term,Furnished,Ask agent,House Share,,,105 sq ft,0.3,3
"St. German's Road, Honor Oak, SE23",SE23,780,900,Long term,Furnished,Ask agent,House Share,,,92 sq ft,0.6,3
"Hind Grove, Poplar, E14",E14,780,900,Long term,Furnished,Ask agent,House Share,,,91 sq ft,0.4,3
"Brookhill Close, Woolwich, SE18",SE18,780,900,Long term,Furnished,Ask agent,House Share,,,97 sq ft,0.6,3
"Camrose Avenue, Queensbury, HA8",HA8,780,900,Long term,Furnished,Ask agent,House Share,,,105 sq ft,0.7,3
"Basil Street, SW3",SW3,780,900,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Pigott Street, London, E14",E14,780,0,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.4,3
"Kirton Road, Upton Park, E13",E13,780,625,Long term,Furnished,Ask agent,House Share,,,106 sq ft,0.6,3
"Edgware, Edgware, HA8",HA8,785,400,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.6,3
"Royal Circus, West Norwood, SE27",SE27,795,917,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,0.5,3
"Appelbee Place, Artisan Place, Harrow, HA3",HA3,2200,2538,Long term,Part furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.9,3
"London, London, NW2",NW2,795,917,Long term,Furnished,Ask agent,Flat Share,1.0,3.0,Ask agent,0.7,3
"Jersey Road, Hounslow, TW3",TW3,795,795,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.4,3
"Downbarton House, London, SW9",SW9,795,795,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.6,3
"Montfort Place, London, SW19",SW19,795,795,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.8,3
"Duncombe Road, London, N19",N19,795,917,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.4,3
"Liberty Avenue, London, SW19",SW19,799,922,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.6,3
"Catford Hill, London, SE6",SE6,800,0,Long term,Furnished,Ask agent,Terraced,,,Ask agent,0.4,3
"Catford Hill, London, SE6",SE6,800,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3
"Burnt Ash Hill, London, SE12",SE12,800,800,Long term,Unfurnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3
"Kenton Gardens, Kenton, Harrow, HA3",HA3,800,923,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3
"Church Lane, London, NW9",NW9,800,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,1.0,3
"Lea Bridge Road, London, E10",E10,800,800,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3
"Mitcham Park, Mitcham, CR4",CR4,800,800,Long term,Furnished,Ask agent,Flat Share,1.0,5.0,Ask agent,0.4,3
"Central House, 3 Lampton Road, Hounslow, Middlesex, TW3",TW3,1300,1500,Long term,Furnished,Ask agent,Apartment,,1.0,Ask agent,0.4,3
"New Cross Road, London, SE14",SE14,800,0,Long term,Furnished,Ask agent,,,,Ask agent,0.3,3
"Queens Road, Beckenham, BR3",BR3,800,923,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.2,3
"Cheltenham Road, London, SE15",SE15,800,923,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3
"Carlton Terrace, London, SE26",SE26,800,400,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.6,3
"Harrow, Middlesex, HA1",HA1,800,0,Long term,Ask agent,Ask agent,Studio,,,Ask agent,0.6,3
"Claremont Road, London, NW2",NW2,800,800,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3
"Osmond Close, Harrow, Middlesex, HA2",HA2,800,923,Short term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3
"Garth Road, Morden, SM4",SM4,800,800,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,1.1,3
"Longland Court, London, SE1",SE1,800,800,Long term,Unfurnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.8,3
"Studley Court, 5 Prime Meridian Walk, London, E14",E14,800,0,Long term,Furnished,Ask agent,,,,Ask agent,0.3,3
"Gap Road, SW19",SW19,800,923,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3
"Derwent Avenue, Putney, SW15",SW15,7500,10384,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Detached,5.0,4.0,Ask agent,1.9,3
"Clarendon Road, CR0",CR0,800,923,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.1,3
"Cavendish Avenue, New Malden, KT3",KT3,800,923,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.6,3
"Palmers Green, Green Lanes, N13",N13,800,920,Long term,Furnished,Ask agent,Studio,,,Ask agent,0.6,3
"Tanfield Avenue, London, NW2",NW2,800,800,,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.8,3
"Green Lanes, London, N13",N13,800,0,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,,Ask agent,0.6,3
"Grosvenor Court, Morden, SM4",SM4,800,800,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.3,3
"London, London, SE13",SE13,800,0,Long term,Furnished,Ask agent,House Share,1.0,4.0,Ask agent,0.2,3
"Anerley Road, London, SE20",SE20,800,923,Long term,Furnished,Ask agent,Flat Share,,1.0,Ask agent,0.4,3
"Dale Avenue, Edgware, HA8",HA8,800,923,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.7,3
"Chalkhill Road, Wembley, HA9",HA9,800,923,,Furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3
"Near Acre, London, NW9",NW9,800,0,Short term,Unfurnished,Ask agent,Terraced,2.0,,Ask agent,0.7,3
"Wapping High Street, Wapping, E1W",E1W,800,800,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.5,3
"Taunton Avenue, Hounslow, TW3",TW3,800,923,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.4,3
"Oxford Road, London, NW6",NW6,801,802,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.3,3
"Capstan Square, Crossharbour,South Quay, E14",E14,802,825,Long term,Furnished,Ask agent,House Share,,,92 sq ft,0.4,3
"Cobham Road, Turnpike Lane, N22",N22,802,925,Long term,Furnished,Ask agent,House Share,,,107 sq ft,0.5,3
"MacKenzie Close,White City Estate, White City, W12",W12,823,950,Long term,Furnished,Ask agent,House Share,,,123 sq ft,0.5,3
"Flint Close, Stratford, E15",E15,823,900,Long term,Furnished,Ask agent,House Share,,,91 sq ft,0.5,3
"Herne Hill Road, Denmark Hill, SE24",SE24,823,950,Long term,Furnished,Ask agent,House Share,,,115 sq ft,0.5,3
"Wickham Road, Beckenham, BR3",BR3,825,951,Long term,Unfurnished,Ask agent,House Share,,,Ask agent,0.7,3
"Edenvale Road, Mitcham, CR4",CR4,825,951,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.6,3
"Room 4, Mead Road, Edgware, HA8",HA8,825,825,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3
"Nova Road, Croydon, CR0",CR0,825,825,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,2.0,Ask agent,0.5,3
"Scala Street, London, W1T",W1T,825,0,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,1.0,Ask agent,0.2,3
"Pattina Walk, London, SE16",SE16,825,0,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,1.0,125 sq ft,0.6,3
